post_date,tags,score_sum,views,answers,favorites,comments,usage_cnt
"2010-01-16 00:00:00","<c#>","25","27145","20","6","9","8"
"2010-01-24 00:00:00","<c#>","32","43976","27","4","14","7"
"2010-01-27 00:00:00","<c#>","34","27778","42","8","19","14"
"2010-01-29 00:00:00","<c#>","32","14260","32","6","11","7"
"2010-02-08 00:00:00","<c#>","21","9287","24","3","6","6"
"2010-02-17 00:00:00","<c#>","49","65802","25","9","14","9"
"2010-02-24 00:00:00","<c#>","113","128970","53","20","15","16"
"2010-02-25 00:00:00","<c#>","42","36317","46","3","6","12"
"2010-03-04 00:00:00","<c#>","32","14319","40","4","19","12"
"2010-03-18 00:00:00","<c#>","48","86000","48","2","25","13"
"2010-03-20 00:00:00","<c#>","12","1175","10","","3","5"
"2010-03-28 00:00:00","<c#>","1","1860","4","","1","2"
"2010-04-16 00:00:00","<c#>","23","10457","34","4","6","10"
"2010-05-02 00:00:00","<c#>","3","1234","14","","5","3"
"2010-05-04 00:00:00","<c#>","1","5592","10","2","6","6"
"2010-05-10 00:00:00","<c#>","18","21080","32","8","13","9"
"2010-05-12 00:00:00","<c#>","15","15267","19","6","15","8"
"2008-08-06 00:00:00","<c#>","12","17921","4","2","0","1"
"2008-08-19 00:00:00","<c#>","15","26177","8","0","0","1"
"2008-08-21 00:00:00","<c#>","8","821","3","1","0","1"
"2008-09-09 00:00:00","<c#>","8","8468","6","3","0","1"
"2008-09-19 00:00:00","<c#>","60","67866","7","4","3","2"
"2008-09-28 00:00:00","<c#>","17","3582","11","1","1","2"
"2008-09-30 00:00:00","<c#>","22","27722","20","13","0","3"
"2008-10-05 00:00:00","<c#>","-1","1138","13","1","3","1"
"2008-10-06 00:00:00","<c#>","47","13461","27","8","5","4"
"2008-10-08 00:00:00","<c#>","2","444","5","","1","2"
"2008-10-13 00:00:00","<c#>","412","246049","21","79","0","2"
"2008-11-11 00:00:00","<c#>","5","2789","1","","0","1"
"2008-11-12 00:00:00","<c#>","1","6087","14","","3","4"
"2008-11-17 00:00:00","<c#>","66","48092","18","17","3","2"
"2008-11-22 00:00:00","<c#>","7","2912","9","3","1","2"
"2008-11-25 00:00:00","<c#>","44","94938","21","16","1","5"
"2008-12-03 00:00:00","<c#>","7","51799","8","3","3","3"
"2008-12-10 00:00:00","<c#>","4","1698","11","","1","2"
"2008-12-26 00:00:00","<c#>","-4","3109","6","0","5","2"
"2009-01-01 00:00:00","<c#>","32","18279","6","2","0","3"
"2009-01-04 00:00:00","<c#>","18","34207","10","5","4","3"
"2009-01-06 00:00:00","<c#>","3","1448","15","0","1","3"
"2009-01-12 00:00:00","<c#>","28","56188","40","13","2","6"
"2009-01-19 00:00:00","<c#>","67","132373","29","5","0","6"
"2009-01-27 00:00:00","<c#>","35","43186","14","7","11","4"
"2009-02-04 00:00:00","<c#>","18","7802","13","2","0","2"
"2009-02-09 00:00:00","<c#>","11","32445","5","3","0","2"
"2009-02-10 00:00:00","<c#>","20","35924","20","7","1","3"
"2009-03-03 00:00:00","<c#>","22","57358","23","5","5","5"
"2009-03-05 00:00:00","<c#>","36","62463","50","16","10","12"
"2009-03-10 00:00:00","<c#>","8","23671","22","3","5","5"
"2009-03-11 00:00:00","<c#>","5","1642","8","","6","3"
"2009-03-16 00:00:00","<c#>","5","2815","14","","6","5"
"2009-03-18 00:00:00","<c#>","46","36638","38","17","5","6"
"2009-04-19 00:00:00","<c#>","75","42331","10","22","1","2"
"2009-04-20 00:00:00","<c#>","7","1532","10","2","4","2"
"2009-04-30 00:00:00","<c#>","29","58711","16","1","3","5"
"2009-05-08 00:00:00","<c#>","2","4240","6","3","0","3"
"2009-05-13 00:00:00","<c#>","76","79704","13","32","3","4"
"2009-05-16 00:00:00","<c#>","0","3229","6","4","2","2"
"2009-05-18 00:00:00","<c#>","45","56826","28","6","20","8"
"2009-05-21 00:00:00","<c#>","5","7195","16","1","9","7"
"2009-05-26 00:00:00","<c#>","8","7161","28","2","8","6"
"2009-05-27 00:00:00","<c#>","53","44725","62","14","12","10"
"2009-06-03 00:00:00","<c#>","132","268287","36","66","21","6"
"2009-06-04 00:00:00","<c#>","2","515","11","0","3","2"
"2009-06-19 00:00:00","<c#>","33","26713","35","17","6","5"
"2009-06-22 00:00:00","<c#>","2","1637","11","3","6","3"
"2009-06-24 00:00:00","<c#>","48","20668","24","3","10","4"
"2009-06-25 00:00:00","<c#>","27","18279","52","11","3","11"
"2009-06-30 00:00:00","<c#>","28","19148","34","3","19","10"
"2009-07-02 00:00:00","<c#>","4","5028","22","1","6","6"
"2009-07-03 00:00:00","<c#>","5","5167","14","","10","2"
"2009-07-10 00:00:00","<c#>","2","1398","7","","0","1"
"2009-07-18 00:00:00","<c#>","0","304","1","","3","1"
"2009-07-21 00:00:00","<c#>","16","17243","29","9","9","9"
"2009-07-24 00:00:00","<c#>","11","17803","15","4","2","5"
"2009-08-11 00:00:00","<c#>","35","73230","56","13","7","13"
"2009-08-14 00:00:00","<c#>","14","14619","30","2","12","7"
"2009-08-22 00:00:00","<c#>","32","22844","27","6","8","6"
"2009-08-24 00:00:00","<c#>","17","8976","25","3","12","9"
"2009-08-25 00:00:00","<c#>","8","12008","18","2","7","7"
"2009-09-07 00:00:00","<c#>","15","4612","15","3","5","4"
"2009-09-23 00:00:00","<c#>","2","1765","19","2","3","5"
"2009-09-25 00:00:00","<c#>","15","13346","37","5","14","12"
"2009-09-28 00:00:00","<c#>","13","35235","37","8","21","11"
"2009-10-08 00:00:00","<c#>","18","13814","32","5","8","9"
"2009-10-17 00:00:00","<c#>","12","4702","14","8","4","3"
"2009-10-24 00:00:00","<c#>","0","5618","3","","0","3"
"2009-11-02 00:00:00","<c#>","12","9397","19","1","3","6"
"2009-11-09 00:00:00","<c#>","20","56923","36","5","27","11"
"2009-11-14 00:00:00","<c#>","12","23633","20","6","6","8"
"2009-11-15 00:00:00","<c#>","5","6193","8","3","5","2"
"2009-11-25 00:00:00","<c#>","38","48300","32","8","14","8"
"2009-12-03 00:00:00","<c#>","68","89490","20","16","10","5"
"2009-12-06 00:00:00","<c#>","20","21195","27","5","6","6"
"2009-12-16 00:00:00","<c#>","71","129713","52","29","13","9"
"2009-12-27 00:00:00","<c#>","0","894","3","","0","1"
"2009-12-29 00:00:00","<c#>","34","90122","40","10","24","12"
"2009-12-30 00:00:00","<c#>","15","10859","26","3","26","7"
"2010-01-07 00:00:00","<c#>","55","64943","19","7","9","7"
"2010-01-09 00:00:00","<c#>","11","2971","12","2","5","5"
"2010-01-12 00:00:00","<c#>","24","50643","61","15","31","16"
"2010-01-15 00:00:00","<c#>","70","39900","45","18","27","13"
"2010-01-23 00:00:00","<c#>","16","37650","24","8","7","8"
"2010-01-30 00:00:00","<c#>","27","1914","4","9","9","2"
"2010-02-07 00:00:00","<c#>","15","1792","10","5","4","3"
"2010-02-23 00:00:00","<c#>","53","66091","55","20","30","16"
"2010-03-03 00:00:00","<c#>","52","66943","62","9","19","15"
"2010-03-08 00:00:00","<c#>","166","369718","64","30","21","17"
"2010-03-09 00:00:00","<c#>","57","33490","62","10","20","14"
"2010-03-14 00:00:00","<c#>","13","17678","18","3","11","6"
"2010-03-16 00:00:00","<c#>","125","89288","60","13","10","14"
"2010-03-17 00:00:00","<c#>","66","75390","58","14","28","15"
"2010-03-22 00:00:00","<c#>","67","47613","25","12","2","10"
"2010-03-25 00:00:00","<c#>","73","91968","75","12","20","15"
"2010-04-01 00:00:00","<c#>","43","40507","40","4","7","8"
"2010-04-20 00:00:00","<c#>","45","25415","45","5","37","13"
"2010-04-28 00:00:00","<c#>","96","160081","63","23","28","15"
"2010-05-11 00:00:00","<c#>","28","19204","26","13","12","8"
"2010-05-14 00:00:00","<c#>","46","19694","37","9","16","14"
"2008-08-08 00:00:00","<c#>","59","84413","2","3","0","1"
"2008-09-27 00:00:00","<c#>","112","62956","29","29","5","4"
"2008-10-16 00:00:00","<c#>","11","9318","16","2","3","2"
"2008-10-19 00:00:00","<c#>","0","697","8","","0","1"
"2008-10-21 00:00:00","<c#>","51","70398","28","13","6","4"
"2008-10-27 00:00:00","<c#>","44","22029","22","9","0","4"
"2008-10-29 00:00:00","<c#>","3","1830","8","","2","2"
"2008-11-04 00:00:00","<c#>","6","5604","5","1","0","1"
"2008-11-09 00:00:00","<c#>","7","12129","5","3","0","2"
"2008-12-11 00:00:00","<c#>","37","19806","16","8","4","4"
"2008-12-18 00:00:00","<c#>","8","13922","6","3","1","3"
"2008-12-24 00:00:00","<c#>","1","123","2","","0","1"
"2008-12-27 00:00:00","<c#>","4","5070","8","2","0","3"
"2009-01-03 00:00:00","<c#>","12","16060","17","6","9","5"
"2009-01-09 00:00:00","<c#>","420","176126","15","62","2","4"
"2009-01-11 00:00:00","<c#>","0","1356","6","1","5","2"
"2009-01-14 00:00:00","<c#>","0","934","1","","0","1"
"2009-01-17 00:00:00","<c#>","5","4253","3","","1","1"
"2009-01-25 00:00:00","<c#>","1","358","4","","0","1"
"2009-02-07 00:00:00","<c#>","23","56985","3","3","0","1"
"2009-02-18 00:00:00","<c#>","18","19985","17","2","7","7"
"2009-02-23 00:00:00","<c#>","27","12482","40","7","20","8"
"2009-02-25 00:00:00","<c#>","6","6444","19","1","1","6"
"2009-03-08 00:00:00","<c#>","3","9839","11","1","0","4"
"2009-03-19 00:00:00","<c#>","16","22643","29","2","11","6"
"2009-03-21 00:00:00","<c#>","2","1582","1","1","0","1"
"2009-03-26 00:00:00","<c#>","1","2063","10","","1","4"
"2009-03-27 00:00:00","<c#>","16","16868","25","3","8","6"
"2009-04-01 00:00:00","<c#>","15","27997","20","6","0","6"
"2009-04-11 00:00:00","<c#>","7","5232","11","","1","2"
"2009-04-17 00:00:00","<c#>","13","14669","14","7","8","6"
"2009-04-22 00:00:00","<c#>","106","162871","43","21","7","9"
"2009-05-02 00:00:00","<c#>","9","24551","5","1","1","2"
"2009-05-10 00:00:00","<c#>","93","114914","13","5","4","3"
"2009-05-11 00:00:00","<c#>","25","25022","22","6","4","7"
"2009-05-19 00:00:00","<c#>","9","53730","9","3","4","2"
"2009-05-29 00:00:00","<c#>","83","203469","30","7","7","7"
"2009-06-01 00:00:00","<c#>","10","26152","19","1","8","7"
"2009-06-06 00:00:00","<c#>","1","245","5","2","1","1"
"2009-06-11 00:00:00","<c#>","1106","676366","33","397","9","8"
"2009-06-16 00:00:00","<c#>","13","15327","14","1","3","3"
"2009-07-08 00:00:00","<c#>","9","16248","24","4","4","7"
"2009-07-11 00:00:00","<c#>","0","1265","2","","6","1"
"2009-07-13 00:00:00","<c#>","98","70578","48","29","16","7"
"2009-07-19 00:00:00","<c#>","0","828","7","1","3","3"
"2009-07-26 00:00:00","<c#>","5","5507","12","2","5","3"
"2009-07-27 00:00:00","<c#>","7","25751","30","5","6","7"
"2009-08-01 00:00:00","<c#>","18","75509","30","7","8","7"
"2009-08-06 00:00:00","<c#>","15","5997","20","3","8","6"
"2009-08-09 00:00:00","<c#>","3","460","3","","0","1"
"2009-08-17 00:00:00","<c#>","18","18879","28","5","7","8"
"2009-08-27 00:00:00","<c#>","43","224130","40","17","11","14"
"2009-09-02 00:00:00","<c#>","43","51768","35","18","22","11"
"2009-09-04 00:00:00","<c#>","25","62133","37","17","5","11"
"2009-09-09 00:00:00","<c#>","84","81197","34","12","20","11"
"2009-09-10 00:00:00","<c#>","27","44503","36","10","19","12"
"2009-09-17 00:00:00","<c#>","67","47220","24","15","8","8"
"2009-10-06 00:00:00","<c#>","219","270223","32","28","11","8"
"2009-10-11 00:00:00","<c#>","5","1661","11","2","3","5"
"2009-10-27 00:00:00","<c#>","40","60068","23","9","8","7"
"2009-11-01 00:00:00","<c#>","2","212","5","","1","1"
"2009-11-04 00:00:00","<c#>","32","52844","40","6","26","8"
"2009-11-07 00:00:00","<c#>","5","2271","9","2","5","3"
"2009-11-12 00:00:00","<c#>","31","28312","16","6","3","4"
"2009-11-23 00:00:00","<c#>","22","161769","49","4","20","12"
"2009-12-08 00:00:00","<c#>","1","17208","21","","9","7"
"2009-12-09 00:00:00","<c#>","17","25884","35","3","3","8"
"2009-12-11 00:00:00","<c#>","31","28061","50","8","22","10"
"2009-12-17 00:00:00","<c#>","33","37821","25","12","5","6"
"2009-12-19 00:00:00","<c#>","31","40665","29","10","9","6"
"2009-12-22 00:00:00","<c#>","62","121861","45","16","21","12"
"2009-12-24 00:00:00","<c#>","31","20655","29","3","11","8"
"2010-01-01 00:00:00","<c#>","5","2989","14","1","10","4"
"2010-01-04 00:00:00","<c#>","14","11373","24","2","18","9"
"2010-01-06 00:00:00","<c#>","46","23045","48","6","32","11"
"2010-01-14 00:00:00","<c#>","55","38919","51","7","6","16"
"2010-01-17 00:00:00","<c#>","4","2683","6","","0","2"
"2010-01-20 00:00:00","<c#>","28","25714","14","1","5","5"
"2010-01-25 00:00:00","<c#>","43","121900","53","5","22","14"
"2010-01-31 00:00:00","<c#>","4","2083","2","2","1","2"
"2010-02-02 00:00:00","<c#>","28","32497","16","12","24","9"
"2010-02-05 00:00:00","<c#>","32","4378","11","7","6","4"
"2010-02-10 00:00:00","<c#>","50","70348","67","12","35","23"
"2010-02-15 00:00:00","<c#>","49","50367","19","9","7","6"
"2010-02-18 00:00:00","<c#>","12","18705","28","2","15","10"
"2010-02-20 00:00:00","<c#>","5","3588","3","1","1","2"
"2010-02-21 00:00:00","<c#>","10","11661","15","","8","4"
"2010-03-01 00:00:00","<c#>","77","35838","39","12","13","11"
"2010-03-06 00:00:00","<c#>","7","3099","15","1","8","5"
"2010-03-11 00:00:00","<c#>","8","12203","15","","7","4"
"2010-03-19 00:00:00","<c#>","78","62476","52","27","15","16"
"2010-03-29 00:00:00","<c#>","48","103227","25","10","19","10"
"2010-03-30 00:00:00","<c#>","41","55146","42","10","12","13"
"2010-04-04 00:00:00","<c#>","14","1339","11","1","3","3"
"2010-04-06 00:00:00","<c#>","113","62754","38","28","15","10"
"2010-04-09 00:00:00","<c#>","33","46978","40","9","26","13"
"2010-04-15 00:00:00","<c#>","59","66190","57","10","34","20"
"2010-04-17 00:00:00","<c#>","44","95615","23","8","19","13"
"2010-04-22 00:00:00","<c#>","25","21900","30","6","3","10"
"2010-04-25 00:00:00","<c#>","17","3084","9","2","5","2"
"2010-05-03 00:00:00","<c#>","8","2948","15","0","6","7"
"2008-08-20 00:00:00","<c#>","1","6364","6","1","1","2"
"2008-09-13 00:00:00","<c#>","0","2832","2","1","1","1"
"2008-09-21 00:00:00","<c#>","22","21642","6","6","5","2"
"2008-09-23 00:00:00","<c#>","338","278332","20","38","2","3"
"2008-09-26 00:00:00","<c#>","17","6029","13","","2","1"
"2008-10-04 00:00:00","<c#>","2","1111","4","","1","1"
"2008-10-20 00:00:00","<c#>","5","5724","13","2","0","3"
"2008-10-22 00:00:00","<c#>","54","39459","18","12","6","2"
"2008-10-23 00:00:00","<c#>","18","128003","14","4","16","3"
"2008-11-05 00:00:00","<c#>","116","136111","26","31","6","3"
"2008-11-08 00:00:00","<c#>","2","250","1","","0","1"
"2008-11-16 00:00:00","<c#>","13","36538","6","9","0","2"
"2008-11-23 00:00:00","<c#>","3","564","1","","1","1"
"2008-11-24 00:00:00","<c#>","4","11072","14","","3","3"
"2008-12-09 00:00:00","<c#>","3","2113","6","2","1","2"
"2008-12-15 00:00:00","<c#>","33","25774","2","8","0","1"
"2008-12-17 00:00:00","<c#>","11","18305","20","3","2","3"
"2008-12-28 00:00:00","<c#>","1","824","4","","0","1"
"2008-12-30 00:00:00","<c#>","6","644","6","","0","1"
"2009-01-05 00:00:00","<c#>","58","99607","41","8","0","7"
"2009-01-08 00:00:00","<c#>","2","3960","8","1","0","2"
"2009-01-23 00:00:00","<c#>","30","24725","27","5","7","7"
"2009-02-08 00:00:00","<c#>","5","13394","5","","1","2"
"2009-02-22 00:00:00","<c#>","15","18474","7","1","2","2"
"2009-03-04 00:00:00","<c#>","8","2955","14","4","4","3"
"2009-03-06 00:00:00","<c#>","4","6261","6","","0","2"
"2009-03-07 00:00:00","<c#>","30","17131","22","2","11","5"
"2009-03-17 00:00:00","<c#>","9","33784","28","4","9","8"
"2009-03-25 00:00:00","<c#>","26","45826","16","3","8","5"
"2009-03-31 00:00:00","<c#>","116","81439","48","43","10","9"
"2009-04-07 00:00:00","<c#>","9","37095","6","3","0","2"
"2009-04-13 00:00:00","<c#>","43","93420","31","21","8","9"
"2009-04-18 00:00:00","<c#>","1","4091","12","","4","4"
"2009-04-23 00:00:00","<c#>","40","52098","16","19","3","5"
"2009-04-26 00:00:00","<c#>","0","183","1","","4","1"
"2009-04-29 00:00:00","<c#>","14","17799","14","4","3","3"
"2009-05-01 00:00:00","<c#>","4","9040","15","2","4","2"
"2009-05-04 00:00:00","<c#>","4","38664","17","1","2","5"
"2009-05-06 00:00:00","<c#>","25","26206","33","2","19","8"
"2009-05-12 00:00:00","<c#>","10","55981","18","3","9","5"
"2009-05-14 00:00:00","<c#>","23","25001","23","0","2","5"
"2009-05-17 00:00:00","<c#>","10","4665","14","3","3","3"
"2009-06-18 00:00:00","<c#>","56","78205","46","13","15","10"
"2009-06-21 00:00:00","<c#>","2","1795","14","","2","4"
"2009-07-04 00:00:00","<c#>","1","2813","7","1","0","2"
"2009-07-06 00:00:00","<c#>","2","1739","4","1","0","1"
"2009-07-07 00:00:00","<c#>","46","26144","50","41","18","8"
"2009-07-12 00:00:00","<c#>","7","19900","20","1","6","3"
"2009-07-15 00:00:00","<c#>","101","133647","43","18","12","10"
"2009-08-02 00:00:00","<c#>","24","35810","20","6","7","7"
"2009-08-04 00:00:00","<c#>","54","112186","18","8","5","6"
"2009-08-12 00:00:00","<c#>","54","76056","53","20","21","13"
"2009-08-26 00:00:00","<c#>","13","20216","26","5","9","10"
"2009-08-31 00:00:00","<c#>","18","20030","22","3","3","7"
"2009-09-08 00:00:00","<c#>","23","20217","35","8","5","9"
"2009-09-18 00:00:00","<c#>","100","179849","54","37","13","9"
"2009-09-21 00:00:00","<c#>","41","59323","44","3","6","8"
"2009-09-24 00:00:00","<c#>","30","16381","26","11","4","6"
"2009-09-27 00:00:00","<c#>","0","1604","2","","6","2"
"2009-10-04 00:00:00","<c#>","349","165868","30","99","16","5"
"2009-10-05 00:00:00","<c#>","10","32103","47","2","17","14"
"2009-10-10 00:00:00","<c#>","196","225339","29","21","6","4"
"2009-10-21 00:00:00","<c#>","185","336048","44","29","5","7"
"2009-10-29 00:00:00","<c#>","34","27248","47","8","23","14"
"2009-11-03 00:00:00","<c#>","16","14658","24","2","3","7"
"2009-11-10 00:00:00","<c#>","53","86256","41","18","17","12"
"2009-11-11 00:00:00","<c#>","11","28224","25","1","20","9"
"2009-11-18 00:00:00","<c#>","14","24016","31","11","11","7"
"2009-11-19 00:00:00","<c#>","99","112991","56","27","8","11"
"2009-11-24 00:00:00","<c#>","5","6090","14","1","9","5"
"2009-11-27 00:00:00","<c#>","11","11324","18","3","20","7"
"2009-12-02 00:00:00","<c#>","13","51762","21","1","7","10"
"2009-12-04 00:00:00","<c#>","45","102542","70","8","22","16"
"2009-12-15 00:00:00","<c#>","10","4031","24","2","4","7"
"2009-12-18 00:00:00","<c#>","20","11754","38","5","18","11"
"2009-12-23 00:00:00","<c#>","111","96883","46","37","25","10"
"2009-12-25 00:00:00","<c#>","-2","6999","3","","1","2"
"2010-01-05 00:00:00","<c#>","25","29740","51","9","20","13"
"2010-01-11 00:00:00","<c#>","45","38323","35","10","17","11"
"2010-01-21 00:00:00","<c#>","29","29682","33","6","16","8"
"2010-02-01 00:00:00","<c#>","57","19224","39","3","13","13"
"2010-02-09 00:00:00","<c#>","59","54365","36","14","10","13"
"2010-02-19 00:00:00","<c#>","11","10333","17","1","6","5"
"2010-03-02 00:00:00","<c#>","58","72559","34","7","7","8"
"2010-03-05 00:00:00","<c#>","12","12819","11","1","9","6"
"2010-03-07 00:00:00","<c#>","35","45278","24","13","15","7"
"2010-03-12 00:00:00","<c#>","148","100558","63","35","38","17"
"2010-03-13 00:00:00","<c#>","9","5587","21","1","4","5"
"2010-03-15 00:00:00","<c#>","53","18680","23","10","14","10"
"2010-03-23 00:00:00","<c#>","24","10703","44","2","5","10"
"2010-04-02 00:00:00","<c#>","7","14268","32","4","14","8"
"2010-04-03 00:00:00","<c#>","2","4081","9","1","6","3"
"2010-04-05 00:00:00","<c#>","15","16765","33","0","7","9"
"2010-04-08 00:00:00","<c#>","30","31810","42","4","10","9"
"2010-04-11 00:00:00","<c#>","9","3682","5","","0","3"
"2010-04-26 00:00:00","<c#>","24","41165","15","1","7","6"
"2010-04-27 00:00:00","<c#>","63","46654","54","12","36","15"
"2010-04-29 00:00:00","<c#>","27","10472","31","5","15","9"
"2010-05-05 00:00:00","<c#>","48","39687","46","11","17","16"
"2010-05-07 00:00:00","<c#>","73","45507","38","5","10","12"
"2010-05-15 00:00:00","<c#>","16","42145","20","3","11","6"
"2008-08-25 00:00:00","<c#>","48","51409","5","16","0","1"
"2008-09-16 00:00:00","<c#>","64","57655","34","20","8","4"
"2008-09-18 00:00:00","<c#>","87","120897","26","8","5","6"
"2008-10-14 00:00:00","<c#>","4","10515","12","","0","2"
"2008-10-30 00:00:00","<c#>","1","1930","6","2","1","2"
"2008-10-31 00:00:00","<c#>","116","33105","6","3","1","1"
"2008-11-02 00:00:00","<c#>","0","233","3","1","0","1"
"2008-11-07 00:00:00","<c#>","4","29340","10","","0","2"
"2008-11-10 00:00:00","<c#>","22","41646","6","15","0","1"
"2008-11-13 00:00:00","<c#>","22","64564","13","14","2","2"
"2008-11-21 00:00:00","<c#>","3","3038","1","1","0","1"
"2008-11-26 00:00:00","<c#>","282","222687","11","33","0","3"
"2008-11-28 00:00:00","<c#>","12","9937","9","6","0","3"
"2008-12-01 00:00:00","<c#>","10","17701","5","1","0","1"
"2008-12-25 00:00:00","<c#>","83","69712","5","36","0","1"
"2009-01-02 00:00:00","<c#>","0","203","4","","0","1"
"2009-01-13 00:00:00","<c#>","3","1030","12","","0","2"
"2009-01-20 00:00:00","<c#>","111","85899","30","6","6","4"
"2009-01-21 00:00:00","<c#>","11","19909","22","5","4","7"
"2009-01-26 00:00:00","<c#>","6","4220","16","","0","4"
"2009-02-03 00:00:00","<c#>","9","44167","18","2","3","4"
